cluster_id,cluster_name,median_joint,median_marg_max,median_resid_gain_to_max,median_resid_gain_to_avg,n
1,frustration / despair,0.11726150661706924,0.1362961232662201,-0.012116294354200363,0.0004944466054439545,128
0,self-doubt / encouragement,0.14352207630872726,0.16848070919513702,-0.01420724019408226,-0.00017450004816055298,128
3,romantic idealism,0.0530269593000412,0.08585479855537415,-0.01839715614914894,-0.006892637349665165,128
5,ironic amusement,0.11520718783140182,0.1354570910334587,-0.018774863332509995,-0.0039947908371686935,128
2,uncertainty / indecision,0.17264535278081894,0.20171605050563812,-0.018829025328159332,-0.0018360912799835205,128
6,enthusiasm / curiosity,0.16178295761346817,0.1875370442867279,-0.019767962396144867,-0.004455137997865677,128
4,academic ambition / competitive determination,0.10821247473359108,0.14264260232448578,-0.020440950989723206,-0.0012298468500375748,128
