cat_a,cat_b,cos_recon,cos_w,cos_caa_raw
anger,fear,0.5480860471725464,0.84937584400177,0.5262276530265808
disgust,joy,-0.08558029681444168,0.12347611039876938,-0.062452804297208786
joy,anger,0.0583980493247509,0.11194894462823868,0.06286892294883728
joy,sadness,0.018178295344114304,0.11592849344015121,0.0171513594686985
