sweep,artifact,decomposer,k,seed,layer,category,target_norm,fit,lasso_alpha,r2,cosine,residual_l2,weight_l1,weight_l2,weight_l0
basis_sweep,ica_k016_seed0.pt,ica,16,0,19,sadness,4.420462131500244,nnls,,0.170662262920934,0.41311290387845023,4.02562565673969,11.89652994342044,4.464253507127276,10
basis_sweep,ica_k016_seed0.pt,ica,16,0,19,sadness,4.420462131500244,lasso,0.001,0.2851698444934534,0.6636671423912048,3.7373959121754416,7.338052749633789,3.5335841178894043,9
basis_sweep,ica_k016_seed0.pt,ica,16,0,19,sadness,4.420462131500244,lasso,0.01,0.0,0.0,4.420462123136005,0.0,0.0,0
basis_sweep,ica_k016_seed0.pt,ica,16,0,19,sadness,4.420462131500244,lasso,0.1,0.0,0.0,4.420462123136005,0.0,0.0,0
basis_sweep,ica_k016_seed0.pt,ica,16,0,19,surprise,3.1134231090545654,ols,,0.7651346318885044,0.8747198581695557,1.508855508372042,30.871532440185547,9.43502140045166,16
basis_sweep,ica_k016_seed0.pt,ica,16,0,19,surprise,3.1134231090545654,nnls,,0.36878664635765657,0.6072780981807832,2.4735816485081883,10.084108095023943,4.223120541463193,8
basis_sweep,ica_k016_seed0.pt,ica,16,0,19,surprise,3.1134231090545654,lasso,0.001,0.372037847082196,0.6972417235374451,2.467203066041726,5.906717300415039,2.5578274726867676,7
basis_sweep,ica_k016_seed0.pt,ica,16,0,19,surprise,3.1134231090545654,lasso,0.01,0.0,0.0,3.1134232281674894,0.0,0.0,0
basis_sweep,ica_k016_seed0.pt,ica,16,0,19,surprise,3.1134231090545654,lasso,0.1,0.0,0.0,3.1134232281674894,0.0,0.0,0
basis_sweep,ica_k016_seed0.pt,ica,16,0,19,trust,3.948798894882202,ols,,0.9014667143554458,0.9494559168815613,1.239528376966537,38.905303955078125,15.077240943908691,16
basis_sweep,ica_k016_seed0.pt,ica,16,0,19,trust,3.948798894882202,nnls,,0.3122362412996835,0.5587809807346981,3.2747988927097387,11.187673506193327,5.031841337131513,8
basis_sweep,ica_k016_seed0.pt,ica,16,0,19,trust,3.948798894882202,lasso,0.001,0.5184887798548995,0.8286756277084351,2.7401112578420577,10.591304779052734,5.320012092590332,7
basis_sweep,ica_k016_seed0.pt,ica,16,0,19,trust,3.948798894882202,lasso,0.01,0.0,0.0,3.948798665721612,0.0,0.0,0
basis_sweep,ica_k016_seed0.pt,ica,16,0,19,trust,3.948798894882202,lasso,0.1,0.0,0.0,3.948798665721612,0.0,0.0,0
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,anger,3.6211390495300293,ols,,0.8458441869760942,0.9196978211402893,1.4217562783110866,40.77131652832031,12.558801651000977,16
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,anger,3.6211390495300293,nnls,,0.4775762224864444,0.6910688984822828,2.617319068574264,15.014831085192172,6.667943951680033,8
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,anger,3.6211390495300293,lasso,0.001,0.3518015931799656,0.6632772088050842,2.915406926903769,6.154562473297119,3.2206225395202637,8
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,anger,3.6211390495300293,lasso,0.01,0.0,0.0,3.6211390487323056,0.0,0.0,0
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,anger,3.6211390495300293,lasso,0.1,0.0,0.0,3.6211390487323056,0.0,0.0,0
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,anticipation,4.50900411605835,ols,,0.8884978319523874,0.9426016211509705,1.505643876188216,53.908111572265625,19.27414321899414,16
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,anticipation,4.50900411605835,nnls,,0.3293791049060776,0.5739155879690188,3.6924884595873624,13.165758080947445,7.779148250670857,7
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,anticipation,4.50900411605835,lasso,0.001,0.38133227510844925,0.7173709273338318,3.5465765335944153,9.061283111572266,5.815572261810303,5
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,anticipation,4.50900411605835,lasso,0.01,0.0,0.0,4.5090038503705285,0.0,0.0,0
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,anticipation,4.50900411605835,lasso,0.1,0.0,0.0,4.5090038503705285,0.0,0.0,0
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,disgust,3.974813461303711,ols,,0.8981869846558739,0.9477272033691406,1.268289469304227,43.9305419921875,13.425925254821777,16
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,disgust,3.974813461303711,nnls,,0.4651546455518739,0.6820224718547222,2.906905077703048,18.672435629260633,7.062892551983339,9
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,disgust,3.974813461303711,lasso,0.001,0.39153960378110175,0.7545986771583557,3.1005082728954245,8.718393325805664,3.4427521228790283,9
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,disgust,3.974813461303711,lasso,0.01,0.0,0.0,3.9748133201668456,0.0,0.0,0
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,disgust,3.974813461303711,lasso,0.1,0.0,0.0,3.9748133201668456,0.0,0.0,0
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,fear,3.9300339221954346,ols,,0.8389114442887352,0.915921151638031,1.5773521268186663,48.460227966308594,15.672484397888184,16
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,fear,3.9300339221954346,nnls,,0.20845378733393194,0.45656743663143057,3.4965073818698427,10.86048624918132,4.669100488690533,8
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,fear,3.9300339221954346,lasso,0.001,0.21236481990724299,0.6567054390907288,3.4878585576418137,5.425408363342285,2.24385142326355,8
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,fear,3.9300339221954346,lasso,0.01,0.0,0.0,3.930034038211871,0.0,0.0,0
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,fear,3.9300339221954346,lasso,0.1,0.0,0.0,3.930034038211871,0.0,0.0,0
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,joy,2.8518917560577393,ols,,0.7865618896839348,0.8868831396102905,1.3175557265539373,17.54390525817871,6.093267440795898,16
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,joy,2.8518917560577393,nnls,,0.49850916638104625,0.7060517850579654,2.0195960330521308,7.886202326250375,4.311868441969466,5
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,joy,2.8518917560577393,lasso,0.001,0.5653106784322628,0.8062611222267151,1.880279863710518,6.682610511779785,3.176004409790039,8
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,joy,2.8518917560577393,lasso,0.01,0.0,0.0,2.851891569197703,0.0,0.0,0
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,joy,2.8518917560577393,lasso,0.1,0.0,0.0,2.851891569197703,0.0,0.0,0
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,sadness,4.420462131500244,ols,,0.881704727608293,0.9389912486076355,1.5203772692786917,54.066001892089844,17.255313873291016,16
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,sadness,4.420462131500244,nnls,,0.4131338206632229,0.6427548740970846,3.3863918849665757,18.985321628603096,7.948366790091284,8
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,sadness,4.420462131500244,lasso,0.001,0.30606084505744446,0.690234363079071,3.682378024213159,7.910670280456543,3.851245880126953,8
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,sadness,4.420462131500244,lasso,0.01,0.0,0.0,4.420462123136005,0.0,0.0,0
