self_delta_pos,self_delta_neg,sign_correct,self_rho,specificity,causal_strength,cross_talk,mi,linear_sep_acc,label_dominance,vad_explained,primitive_score,contrib_self_rho,contrib_sign_correct,contrib_causal_strength,contrib_label_dominance,contrib_vad_explained,contrib_cross_talk,component
-0.0076551808742806315,-0.018901259696576744,0.0,0.1875,-0.02836220520366046,0.013278220285428688,0.03398524461480852,0.13417682812003617,0.130625,0.625,0.0015400480479001999,-0.1276272250349379,0.1875,0.0,0.006639110142714344,-0.3125,-0.0007700240239500999,-0.00849631115370213,39
0.011457630898803473,0.011157929431647062,0.0,0.125,-0.03420806237536164,0.011307780165225267,0.03435791310893985,0.14150442678740482,0.12281250000000002,0.5,0.00047494261525571346,-0.1281730595022502,0.125,0.0,0.005653890082612634,-0.25,-0.00023747130762785673,-0.008589478277234962,56
-0.029223360819742084,-0.016155106713995337,0.0,0.0,-0.04399887208077532,0.02268923376686871,0.037464745027901945,0.12942736265651522,0.13781249999999998,0.375,0.0012213148875162005,-0.18613222681729924,0.0,0.0,0.011344616883434355,-0.1875,-0.0006106574437581003,-0.009366186256975486,13
0.034146994876209646,0.006729245302267373,0.0,0.3125,-0.019706512307046013,0.02043812008923851,0.033415387094017146,0.12581248896064823,0.1509375,1.0,0.002760159783065319,-0.1870148666204177,0.3125,0.0,0.010219060044619255,-0.5,-0.0013800798915326595,-0.008353846773504287,43
0.027239841874688864,0.014802912250161171,0.0,0.0625,-0.02704129947914413,0.021021377062425017,0.03325976429140798,0.16852910358760598,0.15875,0.5,0.007872617803514004,-0.1892405614433965,0.0625,0.0,0.010510688531212509,-0.25,-0.003936308901757002,-0.008314941072851995,61
-0.011873585288412869,-0.01808648998849094,0.0,0.0,-0.030937508545494416,0.014980037638451904,0.03404396089553345,0.1551906809528525,0.14781249999999999,0.375,0.0017712601693347096,-0.18940660148932476,0.0,0.0,0.007490018819225952,-0.1875,-0.0008856300846673548,-0.008510990223883363,0
0.010940611944533885,0.00246702681761235,0.0,0.0625,-0.030820813732076666,0.006703819381073117,0.03505760629553743,0.15801248564323256,0.14562499999999998,0.5,0.0020711091347038746,-0.19394804645069974,0.0625,0.0,0.0033519096905365586,-0.25,-0.0010355545673519373,-0.008764401573884358,2
-0.0049484423361718655,-0.0026838183403015137,0.0,-0.125,-0.035050036483823085,0.0038161303382366896,0.03391772448588791,0.13134310204173572,0.129375,0.25,0.00538034038618207,-0.25926153614544467,-0.125,0.0,0.0019080651691183448,-0.125,-0.002690170193091035,-0.008479431121471977,19
-0.0025626763235777617,-0.02586480393074453,0.0,0.0,-0.023239410661127682,0.014213740127161145,0.034890474464711066,0.13294699155505718,0.125625,0.625,0.0005296318558976054,-0.314380564480546,0.0,0.0,0.007106870063580573,-0.3125,-0.0002648159279488027,-0.008722618616177766,54
0.037333177169784904,0.033309509977698326,0.0,-0.1875,-0.032287805395580585,0.035321343573741615,0.034299638991623874,0.13765128446069008,0.12062500000000001,0.375,0.003365030512213707,-0.367596753217142,-0.1875,0.0,0.017660671786870807,-0.1875,-0.0016825152561068535,-0.008574909747905968,59
0.03381606412585825,0.010010163183324039,0.0,0.125,-0.0229506751734695,0.021913113654591143,0.034853625644736604,0.17244623407654425,0.13624999999999998,1.0,0.00037538050673902035,-0.3729445398372581,0.125,0.0,0.010956556827295572,-0.5,-0.00018769025336951017,-0.008713406411184151,21
0.007621657568961382,0.013550991658121347,0.0,-0.1875,-0.038750740292940344,0.010586324613541365,0.03578607324836036,0.13360480918214446,0.138125,0.375,0.0003564892685972154,-0.378831600639618,-0.1875,0.0,0.005293162306770682,-0.1875,-0.0001782446342986077,-0.00894651831209009,20
0.004357980913482606,0.012879480607807636,0.0,-0.125,-0.04049214489038734,0.008618730760645121,0.036231395043224826,0.16840608402717505,0.135625,0.5,0.0033457670360803604,-0.38142136689852385,-0.125,0.0,0.004309365380322561,-0.25,-0.0016728835180401802,-0.009057848760806207,48
-0.0011977051617577672,-0.014370582881383598,0.0,0.125,-0.028450214394113226,0.0077841440215706825,0.035036653253926145,0.15918360877203241,0.1628125,1.0,0.0040686726570129395,-0.38190142763120266,0.125,0.0,0.0038920720107853413,-0.5,-0.0020343363285064697,-0.008759163313481536,8
0.001659260131418705,0.0014589820057153702,0.0,-0.25,-0.03532550163857642,0.0015591210685670376,0.03542564070142809,0.13804343778935868,0.1465625,0.25,0.002056059194728732,-0.3841048792384379,-0.25,0.0,0.0007795605342835188,-0.125,-0.001028029597364366,-0.008856410175357023,63
-0.0028189029544591904,-0.006244136951863766,0.0,-0.125,-0.03239262850847953,0.004531519953161478,0.03410524550718182,0.1570349550934571,0.12249999999999998,0.75,0.004105614498257637,-0.5083133586493436,-0.125,0.0,0.002265759976580739,-0.375,-0.0020528072491288185,-0.008526311376795454,45
0.00812774000223726,0.015202965587377548,0.0,-0.125,-0.03892305065054975,0.011665352794807404,0.0353854378579796,0.1512724640588501,0.1578125,1.0,0.008493772707879543,-0.6322605694210309,-0.125,0.0,0.005832676397403702,-0.5,-0.004246886353939772,-0.0088463594644949,7
0.0038897396880201995,0.010259252856485546,0.0,-0.1875,-0.035748150254163655,0.007074496272252873,0.03256339366993098,0.15106856406993785,0.158125,1.0,0.0023396038450300694,-0.6932734022038713,-0.1875,0.0,0.0035372481361264363,-0.5,-0.0011698019225150347,-0.008140848417482745,25
