cluster_id,cluster_name,median_joint,median_marg_max,median_resid_gain_to_max,median_resid_gain_to_avg,n
5,ironic amusement,0.1192239336669445,0.1326974481344223,-0.010434485971927643,0.006352122873067856,160
0,self-doubt / encouragement,0.14215733855962753,0.15917862951755524,-0.01292295753955841,0.010151120834052563,160
1,frustration / despair,0.12330924347043037,0.13817673921585083,-0.014138422906398773,0.00468676071614027,160
2,uncertainty / indecision,0.17376188933849335,0.18965382874011993,-0.01423761248588562,0.0016470812261104584,160
6,enthusiasm / curiosity,0.16262201964855194,0.18896764516830444,-0.014653928577899933,0.008175311610102654,160
4,academic ambition / competitive determination,0.09914416819810867,0.121236652135849,-0.02373814769089222,-0.0017369911074638367,160
3,romantic idealism,0.04946439154446125,0.08460450172424316,-0.02714110119268298,-0.00451450003311038,160
