cat_a,cat_b,alpha,beta,cluster_id,cluster_name,cos_resid,cos_marg,cos_full,null_p95,norm_resid,norm_marg,norm_full
b1,b11,2.0,-2.0,2,uncertainty / indecision,0.05620274692773819,0.2132878452539444,-0.0434032641351223,0.040912676602602005,0.4708111584186554,0.678072452545166,0.47221267223358154
b1,b11,2.0,-2.0,3,romantic idealism,-0.022515293210744858,0.09345649182796478,0.006686510983854532,0.05297365039587021,0.4708111584186554,0.678072452545166,0.47221267223358154
b1,b11,2.0,-2.0,4,academic ambition / competitive determination,0.02178858406841755,0.13350354135036469,-0.06593268364667892,0.04842482879757881,0.4708111584186554,0.678072452545166,0.47221267223358154
b1,b11,2.0,-2.0,5,ironic amusement,-0.03666585683822632,0.18666990101337433,-0.007610200438648462,0.04776734113693237,0.4708111584186554,0.678072452545166,0.47221267223358154
b1,b11,2.0,-2.0,6,enthusiasm / curiosity,-0.08051545917987823,0.3055940866470337,0.03326129540801048,0.041279226541519165,0.4708111584186554,0.678072452545166,0.47221267223358154
b1,b11,2.0,2.0,0,self-doubt / encouragement,0.04252465441823006,0.23668664693832397,0.08277340233325958,0.04447821527719498,0.521156907081604,0.663206160068512,0.4073197841644287
b1,b11,2.0,2.0,1,frustration / despair,-0.0050919195637106895,0.19777357578277588,0.027689307928085327,0.04994594305753708,0.521156907081604,0.663206160068512,0.4073197841644287
b1,b11,2.0,2.0,2,uncertainty / indecision,0.11114303767681122,0.22275125980377197,0.034547559916973114,0.040912676602602005,0.521156907081604,0.663206160068512,0.4073197841644287
b1,b11,2.0,2.0,3,romantic idealism,-0.00163711654022336,0.10214035212993622,0.04241029918193817,0.05297365039587021,0.521156907081604,0.663206160068512,0.4073197841644287
b1,b11,2.0,2.0,4,academic ambition / competitive determination,0.13519400358200073,0.11423464864492416,0.03510946035385132,0.04842482879757881,0.521156907081604,0.663206160068512,0.4073197841644287
b1,b11,2.0,2.0,5,ironic amusement,0.005745334085077047,0.20203959941864014,0.05912152677774429,0.04776734113693237,0.521156907081604,0.663206160068512,0.4073197841644287
b1,b11,2.0,2.0,6,enthusiasm / curiosity,0.022511975839734077,0.2850304841995239,0.11579430103302002,0.041279226541519165,0.521156907081604,0.663206160068512,0.4073197841644287
b1,b13,-2.0,-2.0,0,self-doubt / encouragement,0.06220696493983269,0.20684638619422913,0.0018450021743774414,0.04447821527719498,0.43388235569000244,0.5761649012565613,0.39568495750427246
b1,b13,-2.0,-2.0,1,frustration / despair,0.0461958646774292,0.23968970775604248,0.10348062217235565,0.04994594305753708,0.43388235569000244,0.5761649012565613,0.39568495750427246
b1,b13,-2.0,-2.0,2,uncertainty / indecision,0.07531376928091049,0.29463890194892883,0.027388159185647964,0.040912676602602005,0.43388235569000244,0.5761649012565613,0.39568495750427246
b1,b13,-2.0,-2.0,3,romantic idealism,-0.09148144721984863,0.17164859175682068,0.024188367649912834,0.05297365039587021,0.43388235569000244,0.5761649012565613,0.39568495750427246
b1,b13,-2.0,-2.0,4,academic ambition / competitive determination,0.030883610248565674,0.16797125339508057,-0.05496574938297272,0.04842482879757881,0.43388235569000244,0.5761649012565613,0.39568495750427246
b1,b13,-2.0,-2.0,5,ironic amusement,0.008725320920348167,0.1954609751701355,0.008731880225241184,0.04776734113693237,0.43388235569000244,0.5761649012565613,0.39568495750427246
b1,b13,-2.0,-2.0,6,enthusiasm / curiosity,-0.005296246148645878,0.2954474687576294,0.03616533800959587,0.041279226541519165,0.43388235569000244,0.5761649012565613,0.39568495750427246
b1,b13,-2.0,2.0,0,self-doubt / encouragement,0.08263914287090302,0.2494693249464035,0.10976282507181168,0.04447821527719498,0.4759199023246765,0.6305148601531982,0.46632933616638184
b1,b13,-2.0,2.0,1,frustration / despair,0.027122458443045616,0.2615543603897095,0.1300012171268463,0.04994594305753708,0.4759199023246765,0.6305148601531982,0.46632933616638184
b1,b13,-2.0,2.0,2,uncertainty / indecision,0.07937051355838776,0.29338568449020386,0.06681373715400696,0.040912676602602005,0.4759199023246765,0.6305148601531982,0.46632933616638184
b1,b13,-2.0,2.0,3,romantic idealism,-0.051084354519844055,0.15962867438793182,0.05725876986980438,0.05297365039587021,0.4759199023246765,0.6305148601531982,0.46632933616638184
b1,b13,-2.0,2.0,4,academic ambition / competitive determination,0.09161114692687988,0.13756200671195984,-0.0034174062311649323,0.04842482879757881,0.4759199023246765,0.6305148601531982,0.46632933616638184
b1,b13,-2.0,2.0,5,ironic amusement,0.03112364187836647,0.24846619367599487,0.1255025714635849,0.04776734113693237,0.4759199023246765,0.6305148601531982,0.46632933616638184
b1,b13,-2.0,2.0,6,enthusiasm / curiosity,0.01625237613916397,0.31696078181266785,0.11572261154651642,0.041279226541519165,0.4759199023246765,0.6305148601531982,0.46632933616638184
b1,b13,2.0,-2.0,0,self-doubt / encouragement,-0.012790844775736332,0.2536811828613281,0.028793223202228546,0.04447821527719498,0.41917452216148376,0.6400750875473022,0.40201419591903687
b1,b13,2.0,-2.0,1,frustration / despair,-0.049604784697294235,0.25315436720848083,0.05981410667300224,0.04994594305753708,0.41917452216148376,0.6400750875473022,0.40201419591903687
b1,b13,2.0,-2.0,2,uncertainty / indecision,0.03082747757434845,0.28076618909835815,0.0025687813758850098,0.040912676602602005,0.41917452216148376,0.6400750875473022,0.40201419591903687
b1,b13,2.0,-2.0,3,romantic idealism,-0.050828251987695694,0.14313237369060516,0.05142810195684433,0.05297365039587021,0.41917452216148376,0.6400750875473022,0.40201419591903687
b1,b13,2.0,-2.0,4,academic ambition / competitive determination,0.019709084182977676,0.18493223190307617,-0.013173803687095642,0.04842482879757881,0.41917452216148376,0.6400750875473022,0.40201419591903687
b1,b13,2.0,-2.0,5,ironic amusement,0.0019162376411259174,0.20431658625602722,0.04634843021631241,0.04776734113693237,0.41917452216148376,0.6400750875473022,0.40201419591903687
