,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
anger,0.9999999999999996,0.3409036265938885,0.41586486447556026,-0.07721166080864607,0.13123527150547745,0.3187687358303348,0.2945479124503849,0.21701749511812465
anticipation,0.3409036265938885,1.0,0.1691194352277101,0.35192187879651365,0.09618060412261205,0.3924269339916137,-0.1085585209580174,0.3799573463272902
disgust,0.41586486447556026,0.1691194352277101,1.0000000000000002,0.21573453853758884,-0.11258170816439679,0.3641639912875226,0.23769592882209706,-0.13411975855173167
fear,-0.07721166080864607,0.35192187879651365,0.21573453853758884,1.0000000000000004,0.08580377833286615,0.4275509605780957,0.21141323787059008,0.24078222677838199
joy,0.13123527150547745,0.09618060412261205,-0.11258170816439679,0.08580377833286615,1.0,-0.10840074877159851,0.22918675364032104,0.4928577649348276
sadness,0.3187687358303348,0.3924269339916137,0.3641639912875226,0.4275509605780957,-0.10840074877159851,1.0000000000000004,0.226108908158946,0.20734327573682573
surprise,0.2945479124503849,-0.1085585209580174,0.23769592882209706,0.21141323787059008,0.22918675364032104,0.226108908158946,1.0000000000000004,0.16634019708538364
trust,0.21701749511812465,0.3799573463272902,-0.13411975855173167,0.24078222677838199,0.4928577649348276,0.20734327573682573,0.16634019708538364,1.0000000000000004
