component,alpha_unit,n_tokens,rep_2,rep_3,rep_4,max_run,max_run_norm,compress_ratio,unique_token_ratio,toxicity_rate,toxicity_hits,non_ascii_ratio
25,-2.0,38.25,0.10967051782715258,0.043556375873449044,0.01722288763066203,1.0,0.0263776899604252,0.6914718187352589,0.6734096714017546,0.0,0.0,0.0028735632183908046
25,0.0,36.875,0.158385817821994,0.0982747346901963,0.06193528693528694,1.0,0.027430673374696145,0.6714425846701426,0.658888818329046,0.0,0.0,0.002564102564102564
25,2.0,36.375,0.2033262178516393,0.14559365365816979,0.12329769736842106,1.125,0.03151242389047267,0.6438580736700441,0.6284715623130257,0.0,0.0,0.0020161290322580645
26,-2.0,37.875,0.1796855102988532,0.1369780393217893,0.1224241410273787,1.0,0.026520320076821625,0.6486927516662663,0.6483071375776484,0.0,0.0,0.0017772511848341231
26,0.0,36.875,0.158385817821994,0.0982747346901963,0.06193528693528694,1.0,0.027430673374696145,0.6714425846701426,0.658888818329046,0.0,0.0,0.002564102564102564
26,2.0,38.0,0.23676629742806216,0.1803943030346001,0.16474654377880182,1.125,0.030416313812346645,0.6156401544274699,0.5609140555446985,0.0,0.0,0.001358695652173913
27,-2.0,32.875,0.12345309689920231,0.07569444444444445,0.04371126648657238,1.0,0.03822247100594624,0.67781124324656,0.7249976196618998,0.0,0.0,0.003434065934065934
27,0.0,36.875,0.158385817821994,0.0982747346901963,0.06193528693528694,1.0,0.027430673374696145,0.6714425846701426,0.658888818329046,0.0,0.0,0.002564102564102564
27,2.0,34.75,0.18311571038336805,0.11220238095238096,0.09097936411911005,2.5,0.09826026010298411,0.6492747456441985,0.6132352154656788,0.0,0.0,0.001838235294117647
28,-2.0,31.375,0.2754476049313006,0.22481687259389038,0.1987053194483535,0.875,0.025238433375987177,0.5548316613276632,0.4875956749432359,0.0,0.0,0.0032722513089005235
