sweep,artifact,decomposer,k,seed,layer,category,target_norm,fit,lasso_alpha,r2,cosine,residual_l2,weight_l1,weight_l2,weight_l0
basis_sweep_L22,ica_k016_seed0.pt,ica,16,0,22,joy,3.6186840534210205,lasso,0.01,0.0,0.0,3.618683935955823,0.0,0.0,0
basis_sweep_L22,ica_k016_seed0.pt,ica,16,0,22,joy,3.6186840534210205,lasso,0.1,0.0,0.0,3.618683935955823,0.0,0.0,0
basis_sweep_L22,ica_k016_seed0.pt,ica,16,0,22,sadness,5.9025139808654785,ols,,0.8984323983150356,0.9478567242622375,1.8811119916107306,107.56172943115234,31.826854705810547,16
basis_sweep_L22,ica_k016_seed0.pt,ica,16,0,22,sadness,5.9025139808654785,nnls,,0.20146047591308547,0.448843438503998,5.274548152702727,23.49552069043278,8.664449121963477,8
basis_sweep_L22,ica_k016_seed0.pt,ica,16,0,22,sadness,5.9025139808654785,lasso,0.001,0.12172364385374723,0.4575135111808777,5.531623957002552,4.409618377685547,2.576655387878418,3
basis_sweep_L22,ica_k016_seed0.pt,ica,16,0,22,sadness,5.9025139808654785,lasso,0.01,0.0,0.0,5.902514371292993,0.0,0.0,0
basis_sweep_L22,ica_k016_seed0.pt,ica,16,0,22,sadness,5.9025139808654785,lasso,0.1,0.0,0.0,5.902514371292993,0.0,0.0,0
basis_sweep_L22,ica_k016_seed0.pt,ica,16,0,22,surprise,4.056278705596924,ols,,0.7690148044623442,0.876934826374054,1.9494847668475521,54.16175079345703,16.987213134765625,16
basis_sweep_L22,ica_k016_seed0.pt,ica,16,0,22,surprise,4.056278705596924,nnls,,0.16457447607908404,0.40567775056440686,3.707504125802034,12.490569484972323,5.2800500786095546,8
basis_sweep_L22,ica_k016_seed0.pt,ica,16,0,22,surprise,4.056278705596924,lasso,0.001,0.1764042317939125,0.5232378840446472,3.681161119719029,4.176790237426758,2.4274885654449463,5
basis_sweep_L22,ica_k016_seed0.pt,ica,16,0,22,surprise,4.056278705596924,lasso,0.01,0.0,0.0,4.056278570747559,0.0,0.0,0
basis_sweep_L22,ica_k016_seed0.pt,ica,16,0,22,surprise,4.056278705596924,lasso,0.1,0.0,0.0,4.056278570747559,0.0,0.0,0
basis_sweep_L22,ica_k016_seed0.pt,ica,16,0,22,trust,5.438450813293457,ols,,0.9182061189162153,0.9582306742668152,1.5553767531054823,82.60993957519531,29.943635940551758,16
basis_sweep_L22,ica_k016_seed0.pt,ica,16,0,22,trust,5.438450813293457,nnls,,0.26162512714146,0.511493002178319,4.673192276985297,24.394453848484368,8.253624495404217,11
basis_sweep_L22,ica_k016_seed0.pt,ica,16,0,22,trust,5.438450813293457,lasso,0.001,0.2726445989622701,0.6582286953926086,4.6381899420701505,8.767890930175781,5.48937463760376,6
basis_sweep_L22,ica_k016_seed0.pt,ica,16,0,22,trust,5.438450813293457,lasso,0.01,0.0,0.0,5.438450697297759,0.0,0.0,0
basis_sweep_L22,ica_k016_seed0.pt,ica,16,0,22,trust,5.438450813293457,lasso,0.1,0.0,0.0,5.438450697297759,0.0,0.0,0
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,anger,4.784615993499756,ols,,0.9022572254961345,0.9498721957206726,1.4958547695115114,106.79200744628906,23.754718780517578,32
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,anger,4.784615993499756,nnls,,0.097967388559281,0.31299730458444175,4.5442081754509305,11.54168310475027,4.0574412113436145,13
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,anger,4.784615993499756,lasso,0.001,0.08677527371859872,0.4198729991912842,4.572312763399684,2.6992783546447754,1.3025628328323364,5
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,anger,4.784615993499756,lasso,0.01,0.0,0.0,4.784616120664137,0.0,0.0,0
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,anger,4.784615993499756,lasso,0.1,0.0,0.0,4.784616120664137,0.0,0.0,0
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,anticipation,6.219874382019043,ols,,0.958074651541455,0.9788128733634949,1.2735615769301651,150.21731567382812,37.548851013183594,32
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,anticipation,6.219874382019043,nnls,,0.18984004847465497,0.4357063563466504,5.598439548216554,21.693563897796285,7.716061504047599,15
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,anticipation,6.219874382019043,lasso,0.001,0.08718030686123834,0.44817543029785156,5.942567289273957,3.637519359588623,1.8431302309036255,4
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,anticipation,6.219874382019043,lasso,0.01,0.0,0.0,6.219874294764789,0.0,0.0,0
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,anticipation,6.219874382019043,lasso,0.1,0.0,0.0,6.219874294764789,0.0,0.0,0
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,disgust,5.338983058929443,ols,,0.9359460287376911,0.9674431085586548,1.351237175216299,115.18331909179688,25.69411849975586,32
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,disgust,5.338983058929443,nnls,,0.09672988822791695,0.3110142627827636,5.074197591060291,14.903026947943793,4.650100614736014,15
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,disgust,5.338983058929443,lasso,0.001,0.09170050587854128,0.39933115243911743,5.088304475731001,3.018840789794922,1.6484620571136475,5
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,disgust,5.338983058929443,lasso,0.01,0.0,0.0,5.338983205508439,0.0,0.0,0
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,disgust,5.338983058929443,lasso,0.1,0.0,0.0,5.338983205508439,0.0,0.0,0
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,fear,5.226761817932129,ols,,0.9033973262525289,0.9504721760749817,1.624528229528923,118.50343322753906,28.41171646118164,32
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,fear,5.226761817932129,nnls,,0.1561947086386657,0.39521477879800765,4.801244374106982,18.491603797029462,5.736814487856549,15
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,fear,5.226761817932129,lasso,0.001,0.08982581424910896,0.36039087176322937,4.986489926502347,2.6193127632141113,1.757249116897583,3
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,fear,5.226761817932129,lasso,0.01,0.0,0.0,5.22676156752579,0.0,0.0,0
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,fear,5.226761817932129,lasso,0.1,0.0,0.0,5.22676156752579,0.0,0.0,0
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,joy,3.6186840534210205,ols,,0.8501202937592901,0.9220197200775146,1.4009481727385866,46.12512969970703,10.345438957214355,32
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,joy,3.6186840534210205,nnls,,0.4716510094443682,0.6867685248464651,2.630335179652909,22.06034949276861,6.674957639978202,18
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,joy,3.6186840534210205,lasso,0.001,0.3276137082813523,0.6630030274391174,2.967290579806731,6.213034629821777,2.682123899459839,12
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,joy,3.6186840534210205,lasso,0.01,0.0,0.0,3.618683935955823,0.0,0.0,0
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,joy,3.6186840534210205,lasso,0.1,0.0,0.0,3.618683935955823,0.0,0.0,0
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,sadness,5.9025139808654785,ols,,0.9462024754265077,0.9727294445037842,1.3690465005036834,144.50424194335938,31.904335021972656,32
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,sadness,5.9025139808654785,nnls,,0.19270160084345322,0.4389778537235468,5.303396513922319,24.00019213296013,7.418723148888343,15
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,sadness,5.9025139808654785,lasso,0.001,0.030863202632384623,0.24631153047084808,5.810715268043129,1.1729586124420166,0.8656702041625977,3
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,sadness,5.9025139808654785,lasso,0.01,0.0,0.0,5.902514371292993,0.0,0.0,0
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,sadness,5.9025139808654785,lasso,0.1,0.0,0.0,5.902514371292993,0.0,0.0,0
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,surprise,4.056278705596924,ols,,0.8723041510874048,0.933972179889679,1.449493135455096,83.66050720214844,17.1290340423584,32
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,surprise,4.056278705596924,nnls,,0.29702466565178665,0.5449996496046358,3.400930967287051,22.228844920428642,6.336700192058488,18
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,surprise,4.056278705596924,lasso,0.001,0.1185333649883995,0.4285721480846405,3.808296137210047,2.80405330657959,1.3092106580734253,6
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,surprise,4.056278705596924,lasso,0.01,0.0,0.0,4.056278570747559,0.0,0.0,0
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,surprise,4.056278705596924,lasso,0.1,0.0,0.0,4.056278570747559,0.0,0.0,0
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,trust,5.438450813293457,ols,,0.9428258921463342,0.9709922671318054,1.300393811511613,115.11875915527344,29.982715606689453,32
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,trust,5.438450813293457,nnls,,0.25709883686527024,0.5070491112252159,4.68749389284264,26.056917299440943,8.04300399512094,17
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,trust,5.438450813293457,lasso,0.001,0.08296054365545602,0.3712467849254608,5.207978788388326,2.727168083190918,1.5683565139770508,5
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,trust,5.438450813293457,lasso,0.01,0.0,0.0,5.438450697297759,0.0,0.0,0
