cat_a,cat_b,alpha,beta,cluster_id,cluster_name,cos_resid,cos_marg,cos_full,null_p95,norm_resid,norm_marg,norm_full
b1,b13,2.0,-2.0,4,academic ambition / competitive determination,0.08146189153194427,0.09651654958724976,-0.06017230451107025,0.04842482879757881,0.5202251672744751,0.6412866711616516,0.45959407091140747
b1,b13,2.0,-2.0,5,ironic amusement,0.061051756143569946,0.19606204330921173,0.09692062437534332,0.04776734113693237,0.5202251672744751,0.6412866711616516,0.45959407091140747
b1,b13,2.0,-2.0,6,enthusiasm / curiosity,-0.024495158344507217,0.30262622237205505,0.0602559931576252,0.04128201678395271,0.5202251672744751,0.6412866711616516,0.45959407091140747
b1,b13,2.0,2.0,0,self-doubt / encouragement,0.015240374952554703,0.1958950161933899,-0.05925268679857254,0.04447821527719498,0.4703066945075989,0.6013582944869995,0.3454251289367676
b1,b13,2.0,2.0,1,frustration / despair,0.051993079483509064,0.15420259535312653,-4.327856004238129e-05,0.04994594305753708,0.4703066945075989,0.6013582944869995,0.3454251289367676
b1,b13,2.0,2.0,2,uncertainty / indecision,0.04049888625741005,0.25514835119247437,-0.05534733831882477,0.040912676602602005,0.4703066945075989,0.6013582944869995,0.3454251289367676
b1,b13,2.0,2.0,3,romantic idealism,-0.02504928596317768,0.09323548525571823,-0.015481351874768734,0.05297365039587021,0.4703066945075989,0.6013582944869995,0.3454251289367676
b1,b13,2.0,2.0,4,academic ambition / competitive determination,0.15370872616767883,0.05888335779309273,-0.07013927400112152,0.04842482879757881,0.4703066945075989,0.6013582944869995,0.3454251289367676
b1,b13,2.0,2.0,5,ironic amusement,-0.0066098496317863464,0.1646883189678192,-0.04927393049001694,0.04776734113693237,0.4703066945075989,0.6013582944869995,0.3454251289367676
b1,b13,2.0,2.0,6,enthusiasm / curiosity,-0.020881718024611473,0.25156593322753906,-0.035241805016994476,0.04128201678395271,0.4703066945075989,0.6013582944869995,0.3454251289367676
b11,b13,-2.0,-2.0,0,self-doubt / encouragement,0.02586258389055729,0.23400942981243134,0.022001691162586212,0.04447821527719498,0.5112325549125671,0.608801543712616,0.4665971100330353
b11,b13,-2.0,-2.0,1,frustration / despair,0.012648209929466248,0.22242513298988342,0.05283104628324509,0.04994594305753708,0.5112325549125671,0.608801543712616,0.4665971100330353
b11,b13,-2.0,-2.0,2,uncertainty / indecision,0.030924497172236443,0.2641763687133789,-0.03203301504254341,0.040912676602602005,0.5112325549125671,0.608801543712616,0.4665971100330353
b11,b13,-2.0,-2.0,3,romantic idealism,-0.03340386226773262,0.18740570545196533,0.10159549117088318,0.05297365039587021,0.5112325549125671,0.608801543712616,0.4665971100330353
b11,b13,-2.0,-2.0,4,academic ambition / competitive determination,0.056439224630594254,0.12416708469390869,-0.05887827277183533,0.04842482879757881,0.5112325549125671,0.608801543712616,0.4665971100330353
b11,b13,-2.0,-2.0,5,ironic amusement,0.017436470836400986,0.22311927378177643,0.06823655217885971,0.04776734113693237,0.5112325549125671,0.608801543712616,0.4665971100330353
b11,b13,-2.0,-2.0,6,enthusiasm / curiosity,-0.04484426602721214,0.32742565870285034,0.04885092005133629,0.04128201678395271,0.5112325549125671,0.608801543712616,0.4665971100330353
b11,b13,-2.0,2.0,0,self-doubt / encouragement,0.06699281185865402,0.16693103313446045,-0.026002591475844383,0.04447821527719498,0.4910540282726288,0.6012721657752991,0.46737998723983765
b11,b13,-2.0,2.0,1,frustration / despair,0.006922272965312004,0.17950858175754547,-0.012613771483302116,0.04994594305753708,0.4910540282726288,0.6012721657752991,0.46737998723983765
b11,b13,-2.0,2.0,2,uncertainty / indecision,-0.005971505306661129,0.22248753905296326,-0.12996678054332733,0.040912676602602005,0.4910540282726288,0.6012721657752991,0.46737998723983765
b11,b13,-2.0,2.0,3,romantic idealism,-0.03812514990568161,0.10475635528564453,-0.011438291519880295,0.05297365039587021,0.4910540282726288,0.6012721657752991,0.46737998723983765
b11,b13,-2.0,2.0,4,academic ambition / competitive determination,0.1202910989522934,0.08171698451042175,-0.050741441547870636,0.04842482879757881,0.4910540282726288,0.6012721657752991,0.46737998723983765
b11,b13,-2.0,2.0,5,ironic amusement,-0.03697862848639488,0.18150269985198975,-0.04693499952554703,0.04776734113693237,0.4910540282726288,0.6012721657752991,0.46737998723983765
b11,b13,-2.0,2.0,6,enthusiasm / curiosity,0.04271221533417702,0.2603956460952759,0.05118944123387337,0.04128201678395271,0.4910540282726288,0.6012721657752991,0.46737998723983765
b11,b13,2.0,-2.0,0,self-doubt / encouragement,-0.05844402313232422,0.3066875636577606,0.05299216881394386,0.04447821527719498,0.4864850342273712,0.6478402614593506,0.46858394145965576
b11,b13,2.0,-2.0,1,frustration / despair,-0.04144080728292465,0.2390587031841278,0.03731120750308037,0.04994594305753708,0.4864850342273712,0.6478402614593506,0.46858394145965576
b11,b13,2.0,-2.0,2,uncertainty / indecision,-0.047933343797922134,0.3350374400615692,0.004577177576720715,0.040912676602602005,0.4864850342273712,0.6478402614593506,0.46858394145965576
b11,b13,2.0,-2.0,3,romantic idealism,-0.1561439335346222,0.2850588262081146,0.12612318992614746,0.05297365039587021,0.4864850342273712,0.6478402614593506,0.46858394145965576
b11,b13,2.0,-2.0,4,academic ambition / competitive determination,0.06880924105644226,0.14690224826335907,-0.006989704445004463,0.04842482879757881,0.4864850342273712,0.6478402614593506,0.46858394145965576
b11,b13,2.0,-2.0,5,ironic amusement,-0.03956227749586105,0.21704328060150146,0.018038185313344002,0.04776734113693237,0.4864850342273712,0.6478402614593506,0.46858394145965576
b11,b13,2.0,-2.0,6,enthusiasm / curiosity,-0.021308306604623795,0.30223679542541504,0.06790091097354889,0.04128201678395271,0.4864850342273712,0.6478402614593506,0.46858394145965576
b11,b13,2.0,2.0,0,self-doubt / encouragement,0.0061349570751190186,0.2612709105014801,0.043008651584386826,0.04447821527719498,0.4843733012676239,0.5993404984474182,0.3287874460220337
b11,b13,2.0,2.0,1,frustration / despair,-0.019026830792427063,0.21255461871623993,0.0028845323249697685,0.04994594305753708,0.4843733012676239,0.5993404984474182,0.3287874460220337
b11,b13,2.0,2.0,2,uncertainty / indecision,0.020550677552819252,0.31700727343559265,0.025434188544750214,0.040912676602602005,0.4843733012676239,0.5993404984474182,0.3287874460220337
b11,b13,2.0,2.0,3,romantic idealism,-0.08667260408401489,0.22285622358322144,0.12766079604625702,0.05297365039587021,0.4843733012676239,0.5993404984474182,0.3287874460220337
b11,b13,2.0,2.0,4,academic ambition / competitive determination,0.14490845799446106,0.11464303731918335,0.021232182160019875,0.04842482879757881,0.4843733012676239,0.5993404984474182,0.3287874460220337
b11,b13,2.0,2.0,5,ironic amusement,0.006418630015105009,0.1900530606508255,0.01248527318239212,0.04776734113693237,0.4843733012676239,0.5993404984474182,0.3287874460220337
b11,b13,2.0,2.0,6,enthusiasm / curiosity,0.024148136377334595,0.25533485412597656,0.03379552811384201,0.04128201678395271,0.4843733012676239,0.5993404984474182,0.3287874460220337
b8,b4,-2.0,-2.0,0,self-doubt / encouragement,0.02520829625427723,0.1836807131767273,-0.0203603096306324,0.04447821527719498,0.4535805284976959,0.6834200024604797,0.41532081365585327
b8,b4,-2.0,-2.0,1,frustration / despair,-0.004063968546688557,0.21899905800819397,0.07367050647735596,0.04994594305753708,0.4535805284976959,0.6834200024604797,0.41532081365585327
b8,b4,-2.0,-2.0,2,uncertainty / indecision,0.07834900915622711,0.20961783826351166,-0.030801355838775635,0.040912676602602005,0.4535805284976959,0.6834200024604797,0.41532081365585327
b8,b4,-2.0,-2.0,3,romantic idealism,0.0033362209796905518,0.05548062175512314,-0.02451549470424652,0.05297365039587021,0.4535805284976959,0.6834200024604797,0.41532081365585327
b8,b4,-2.0,-2.0,4,academic ambition / competitive determination,0.06317920982837677,0.08964937180280685,-0.10111232101917267,0.04842482879757881,0.4535805284976959,0.6834200024604797,0.41532081365585327
b8,b4,-2.0,-2.0,5,ironic amusement,-0.01424984447658062,0.16391980648040771,-0.017691895365715027,0.04776734113693237,0.4535805284976959,0.6834200024604797,0.41532081365585327
b8,b4,-2.0,-2.0,6,enthusiasm / curiosity,-0.05376721918582916,0.250596821308136,-0.016234563663601875,0.04128201678395271,0.4535805284976959,0.6834200024604797,0.41532081365585327
b8,b4,-2.0,2.0,0,self-doubt / encouragement,0.05101092904806137,0.16291362047195435,-0.018528945744037628,0.04447821527719498,0.5153740644454956,0.680159330368042,0.4492557644844055
b8,b4,-2.0,2.0,1,frustration / despair,0.10491267591714859,0.20009808242321014,0.16235679388046265,0.04994594305753708,0.5153740644454956,0.680159330368042,0.4492557644844055
b8,b4,-2.0,2.0,2,uncertainty / indecision,0.124798484146595,0.18676039576530457,-0.0005394965410232544,0.040912676602602005,0.5153740644454956,0.680159330368042,0.4492557644844055
b8,b4,-2.0,2.0,3,romantic idealism,-0.0048336461186409,0.05502313748002052,-0.03267235308885574,0.05297365039587021,0.5153740644454956,0.680159330368042,0.4492557644844055
b8,b4,-2.0,2.0,4,academic ambition / competitive determination,0.06770052015781403,0.10001269727945328,-0.06455884128808975,0.04842482879757881,0.5153740644454956,0.680159330368042,0.4492557644844055
b8,b4,-2.0,2.0,5,ironic amusement,0.01026260294020176,0.15958303213119507,0.002048853086307645,0.04776734113693237,0.5153740644454956,0.680159330368042,0.4492557644844055
b8,b4,-2.0,2.0,6,enthusiasm / curiosity,-0.02313264086842537,0.267083078622818,0.0358801931142807,0.04128201678395271,0.5153740644454956,0.680159330368042,0.4492557644844055
b8,b4,2.0,-2.0,0,self-doubt / encouragement,0.009545007720589638,0.22623342275619507,0.011847070418298244,0.04447821527719498,0.525085985660553,0.6432313323020935,0.43143430352211
b8,b4,2.0,-2.0,1,frustration / despair,-0.0075218211859464645,0.19223082065582275,0.005727808922529221,0.04994594305753708,0.525085985660553,0.6432313323020935,0.43143430352211
b8,b4,2.0,-2.0,2,uncertainty / indecision,0.03991228714585304,0.1955948770046234,-0.10387898236513138,0.040912676602602005,0.525085985660553,0.6432313323020935,0.43143430352211
b8,b4,2.0,-2.0,3,romantic idealism,-0.035177119076251984,0.12365488708019257,0.02655348740518093,0.05297365039587021,0.525085985660553,0.6432313323020935,0.43143430352211
b8,b4,2.0,-2.0,4,academic ambition / competitive determination,0.06970816850662231,0.08231718838214874,-0.09820108860731125,0.04842482879757881,0.525085985660553,0.6432313323020935,0.43143430352211
b8,b4,2.0,-2.0,5,ironic amusement,0.007975446060299873,0.15021054446697235,-0.028051920235157013,0.04776734113693237,0.525085985660553,0.6432313323020935,0.43143430352211
b8,b4,2.0,-2.0,6,enthusiasm / curiosity,0.0038885101675987244,0.25820469856262207,0.03363068401813507,0.04128201678395271,0.525085985660553,0.6432313323020935,0.43143430352211
b8,b4,2.0,2.0,0,self-doubt / encouragement,0.03544311597943306,0.2123432457447052,0.010561088100075722,0.04447821527719498,0.5263236165046692,0.6159676909446716,0.3815847635269165
b8,b4,2.0,2.0,1,frustration / despair,0.028946353122591972,0.1787092536687851,0.021190986037254333,0.04994594305753708,0.5263236165046692,0.6159676909446716,0.3815847635269165
b8,b4,2.0,2.0,2,uncertainty / indecision,0.1563960611820221,0.1779029667377472,0.0008133500814437866,0.040912676602602005,0.5263236165046692,0.6159676909446716,0.3815847635269165
b8,b4,2.0,2.0,3,romantic idealism,0.016903383657336235,0.12832915782928467,0.10045387595891953,0.05297365039587021,0.5263236165046692,0.6159676909446716,0.3815847635269165
b8,b4,2.0,2.0,4,academic ambition / competitive determination,0.11966720223426819,0.0969293862581253,-0.02418876253068447,0.04842482879757881,0.5263236165046692,0.6159676909446716,0.3815847635269165
b8,b4,2.0,2.0,5,ironic amusement,0.015496489591896534,0.15120252966880798,-0.03044791892170906,0.04776734113693237,0.5263236165046692,0.6159676909446716,0.3815847635269165
b8,b4,2.0,2.0,6,enthusiasm / curiosity,-0.004052574280649424,0.2865109443664551,0.054328158497810364,0.04128201678395271,0.5263236165046692,0.6159676909446716,0.3815847635269165
b8,b7,-2.0,-2.0,0,self-doubt / encouragement,0.10983940213918686,0.17589940130710602,0.024978462606668472,0.04447821527719498,0.4273359775543213,0.6187224984169006,0.4143608510494232
b8,b7,-2.0,-2.0,1,frustration / despair,0.04240778088569641,0.20331785082817078,0.06441622972488403,0.04994594305753708,0.4273359775543213,0.6187224984169006,0.4143608510494232
b8,b7,-2.0,-2.0,2,uncertainty / indecision,0.08335056900978088,0.25875240564346313,0.009961128234863281,0.040912676602602005,0.4273359775543213,0.6187224984169006,0.4143608510494232
b8,b7,-2.0,-2.0,3,romantic idealism,-0.002127738669514656,0.0878685861825943,0.009280352853238583,0.05297365039587021,0.4273359775543213,0.6187224984169006,0.4143608510494232
b8,b7,-2.0,-2.0,4,academic ambition / competitive determination,0.0616593062877655,0.14870662987232208,-0.032729245722293854,0.04842482879757881,0.4273359775543213,0.6187224984169006,0.4143608510494232
b8,b7,-2.0,-2.0,5,ironic amusement,0.02540481463074684,0.1963476836681366,0.04689301177859306,0.04776734113693237,0.4273359775543213,0.6187224984169006,0.4143608510494232
b8,b7,-2.0,-2.0,6,enthusiasm / curiosity,0.04658237844705582,0.27153652906417847,0.08276444673538208,0.04128201678395271,0.4273359775543213,0.6187224984169006,0.4143608510494232
b8,b7,-2.0,2.0,0,self-doubt / encouragement,0.10131202638149261,0.15821635723114014,0.024660365656018257,0.04447821527719498,0.49924468994140625,0.6674185991287231,0.43612030148506165
b8,b7,-2.0,2.0,1,frustration / despair,0.034412868320941925,0.19413767755031586,0.06769558787345886,0.04994594305753708,0.49924468994140625,0.6674185991287231,0.43612030148506165
b8,b7,-2.0,2.0,2,uncertainty / indecision,0.07242577522993088,0.23317186534404755,0.0004456695169210434,0.040912676602602005,0.49924468994140625,0.6674185991287231,0.43612030148506165
b8,b7,-2.0,2.0,3,romantic idealism,-0.01983088254928589,0.09843723475933075,0.014185902662575245,0.05297365039587021,0.49924468994140625,0.6674185991287231,0.43612030148506165
b8,b7,-2.0,2.0,4,academic ambition / competitive determination,0.09680025279521942,0.0931016057729721,-0.0491936169564724,0.04842482879757881,0.49924468994140625,0.6674185991287231,0.43612030148506165
b8,b7,-2.0,2.0,5,ironic amusement,0.024428579956293106,0.15681836009025574,0.009054526686668396,0.04776734113693237,0.49924468994140625,0.6674185991287231,0.43612030148506165
b8,b7,-2.0,2.0,6,enthusiasm / curiosity,0.03198695927858353,0.2442190796136856,0.05812154337763786,0.04128201678395271,0.49924468994140625,0.6674185991287231,0.43612030148506165
b8,b7,2.0,-2.0,0,self-doubt / encouragement,0.015679018571972847,0.22031354904174805,-0.022956885397434235,0.04447821527719498,0.47797971963882446,0.5846749544143677,0.3970518708229065
b8,b7,2.0,-2.0,1,frustration / despair,-0.01937093213200569,0.1706331968307495,-0.06730121374130249,0.04994594305753708,0.47797971963882446,0.5846749544143677,0.3970518708229065
b8,b7,2.0,-2.0,2,uncertainty / indecision,0.01802898943424225,0.243957981467247,-0.10158239305019379,0.040912676602602005,0.47797971963882446,0.5846749544143677,0.3970518708229065
b8,b7,2.0,-2.0,3,romantic idealism,-0.08047525584697723,0.16415256261825562,0.019893525168299675,0.05297365039587021,0.47797971963882446,0.5846749544143677,0.3970518708229065
b8,b7,2.0,-2.0,4,academic ambition / competitive determination,0.0492548868060112,0.14312654733657837,-0.062192827463150024,0.04842482879757881,0.47797971963882446,0.5846749544143677,0.3970518708229065
b8,b7,2.0,-2.0,5,ironic amusement,2.4834182113409042e-05,0.18141639232635498,-0.017199210822582245,0.04776734113693237,0.47797971963882446,0.5846749544143677,0.3970518708229065
b8,b7,2.0,-2.0,6,enthusiasm / curiosity,0.020312638953328133,0.27847304940223694,0.04761991277337074,0.04128201678395271,0.47797971963882446,0.5846749544143677,0.3970518708229065
b8,b7,2.0,2.0,0,self-doubt / encouragement,0.04234004020690918,0.2144087851047516,0.001925695687532425,0.04447821527719498,0.48677441477775574,0.5856824517250061,0.39692625403404236
b8,b7,2.0,2.0,1,frustration / despair,0.031026635318994522,0.17678305506706238,0.0035613463260233402,0.04994594305753708,0.48677441477775574,0.5856824517250061,0.39692625403404236
b8,b7,2.0,2.0,2,uncertainty / indecision,0.0726909413933754,0.23590168356895447,-0.045448001474142075,0.040912676602602005,0.48677441477775574,0.5856824517250061,0.39692625403404236
b8,b7,2.0,2.0,3,romantic idealism,-0.09314756095409393,0.18321949243545532,0.03112669661641121,0.05297365039587021,0.48677441477775574,0.5856824517250061,0.39692625403404236
b8,b7,2.0,2.0,4,academic ambition / competitive determination,0.16480746865272522,0.09187939763069153,0.005333668552339077,0.04842482879757881,0.48677441477775574,0.5856824517250061,0.39692625403404236
b8,b7,2.0,2.0,5,ironic amusement,0.016498062759637833,0.15238362550735474,-0.039380691945552826,0.04776734113693237,0.48677441477775574,0.5856824517250061,0.39692625403404236
b8,b7,2.0,2.0,6,enthusiasm / curiosity,0.03149603307247162,0.26944100856781006,0.049179524183273315,0.04128201678395271,0.48677441477775574,0.5856824517250061,0.39692625403404236
