decomposer,k,seed,layer,silhouette_cosine_H,component,mi,linear_sep_acc,category_top1_dominance,vad_explained
ica,128,0,22,0.00451522134244442,5,0.14442654721518977,0.12687500000000002,0.375,0.002483544871211052
ica,128,0,22,0.00451522134244442,6,0.1232211383832924,0.126875,0.375,0.0017118813702836633
ica,128,0,22,0.00451522134244442,7,0.14132618738716562,0.13968750000000002,0.375,0.00034494983265176415
ica,128,0,22,0.00451522134244442,8,0.15062620909648938,0.135,0.375,0.002234388142824173
ica,128,0,22,0.00451522134244442,9,0.1363871876660081,0.1234375,0.25,0.0013476562453433871
ica,128,0,22,0.00451522134244442,10,0.12800856676700212,0.133125,0.5,0.004879850894212723
ica,128,0,22,0.00451522134244442,11,0.16172531015715075,0.144375,1.0,0.0009942272445186973
ica,128,0,22,0.00451522134244442,12,0.12390698592268157,0.14218749999999997,0.5,6.775296060368419e-05
ica,128,0,22,0.00451522134244442,13,0.15987824302099085,0.1503125,0.5,0.0007578019285574555
ica,128,0,22,0.00451522134244442,14,0.1369799776000531,0.14781249999999999,1.0,0.00016395296552218497
ica,128,0,22,0.00451522134244442,15,0.13983615084050305,0.146875,0.625,0.00040958146564662457
ica,128,0,22,0.00451522134244442,16,0.1658053328678175,0.1346875,0.5,0.0016675881342962384
ica,128,0,22,0.00451522134244442,17,0.12571285454876513,0.1240625,0.5,0.0006355611840263009
ica,128,0,22,0.00451522134244442,18,0.16866418243867676,0.1425,0.75,0.0004560585366562009
ica,128,0,22,0.00451522134244442,19,0.1417471368961989,0.1296875,0.375,0.0002378039644099772
